sample_id,temperature_C,humidity_pct,power_kW,airflow_cfm,water_flow_L,smoke_ppm,water_leak,motion_detected,door_open,hour_of_day,cooling_mode,PUE,WUE,alert_flag,temperature_C_raw,humidity_pct_raw,power_kW_raw,airflow_cfm_raw,water_flow_L_raw,smoke_ppm_raw,temperature_C_delta,humidity_pct_delta,power_kW_delta,airflow_cfm_delta,water_flow_L_delta,smoke_ppm_delta,temperature_C_rollstd,humidity_pct_rollstd,power_kW_rollstd,airflow_cfm_rollstd,water_flow_L_rollstd,smoke_ppm_rollstd,hour_sin,hour_cos,flag_temp_high,flag_smoke_warn,flag_smoke_crit,flag_humidity_low,flag_humidity_high,flag_power_high,flag_airflow_low,flag_night_motion,label_encoded
70,0.4142999226433859,0.4281814001609381,0.48700364773319427,0.4468852369120937,0.11481327083608706,0.4774102287172527,0,0,0,1,air,1.402,0.839,0,20.6,46.08,57.33,822.6,11.51,40.8,-0.0012,-0.0099,-0.0138,0.008,0.0029,-0.0146,0.0512,0.0506,0.0788,0.0489,0.0326,0.0376,0.2588,0.9659,0,1,0,0,0,0,0,0,0
71,0.45121007846170835,0.6421715139671227,0.47270453361125564,0.423279545956024,0.5950117436528353,0.4692861307310733,1,0,0,20,emergency,1.822,5.809,2,26.34,90.28,64.26,716.6,246.77,60.5,0.0369,0.214,-0.0143,-0.0236,0.4802,-0.0081,0.0297,0.0942,0.0307,0.0119,0.2125,0.0177,-0.866,0.5,0,1,0,0,0,0,0,0,1
72,0.575975245883523,0.48019887343372814,0.5158520062532568,0.13572880612390115,0.501286209596242,0.8418477066149272,0,0,0,19,emergency,2.287,0.313,2,40.95,27.62,101.07,125.0,3.98,481.3,0.1248,-0.162,0.0431,-0.2876,-0.0937,0.3726,0.0705,0.0902,0.0239,0.1365,0.2379,0.1618,-0.9659,0.2588,0,1,1,0,0,0,1,0,1
73,0.4650237595314397,0.5590010346016785,0.4613236060448149,0.44445677534249806,0.5947270490386474,0.49757710724765114,0,0,0,10,evaporative,1.229,2.421,1,30.63,38.13,97.83,1365.4,53.05,77.3,-0.111,0.0788,-0.0545,0.3087,0.0934,-0.3443,0.0662,0.0903,0.0217,0.1357,0.2496,0.1604,0.5,-0.866,0,1,0,0,0,0,0,0,2
74,0.619958006409548,0.5825094838487184,0.6344971339239185,0.5705278770415071,0.7029516730892417,0.540109149645885,0,0,0,10,evaporative,1.295,1.987,1,35.29,53.7,91.2,1225.6,59.15,92.6,0.1549,0.0235,0.1732,0.1261,0.1082,0.0425,0.088,0.0847,0.0702,0.1609,0.2278,0.157,0.5,-0.866,0,1,0,0,0,0,0,0,2
75,0.6283567244999448,0.6521151856535237,0.6485044293903075,0.5889371824884421,0.7005724395278137,0.559893717682816,0,0,0,4,air,1.418,0.917,0,21.36,58.19,60.69,893.1,10.34,61.5,0.0084,0.0696,0.014,0.0184,-0.0024,0.0198,0.0847,0.0697,0.0891,0.1815,0.0847,0.1497,0.866,0.5,0,1,0,0,0,0,0,0,0
76,0.6809592220134821,0.4305379928727442,0.7425951016154246,0.6960767289406032,0.334434830352513,0.608638305599893,0,0,0,2,evaporative,1.214,2.722,1,31.1,51.73,86.83,1126.9,66.72,111.5,0.0526,-0.2216,0.0941,0.1071,-0.3661,0.0487,0.0812,0.087,0.112,0.2158,0.1545,0.1358,0.5,0.866,0,1,0,0,0,0,0,0,2
77,0.4716543264449109,0.5345154615473042,0.5325273579989576,0.8851572689991213,0.3482018484814593,0.18781002991579612,0,0,0,17,air,1.547,0.99,0,22.01,45.71,50.68,849.1,10.75,41.0,-0.2093,0.104,-0.2101,0.1891,0.0138,-0.4208,0.0986,0.0807,0.1091,0.165,0.1832,0.1675,-0.9659,-0.2588,0,0,0,0,0,0,0,0,0
78,0.4924301027737872,0.5794631566846764,0.518353309015112,0.8438734223159953,0.35391607609480336,0.20472726925172277,0,0,0,17,evaporative,1.271,2.939,1,32.51,45.95,94.43,1207.3,55.86,95.0,0.0208,0.0449,-0.0142,-0.0413,0.0057,0.0169,0.0916,0.0817,0.0921,0.1438,0.1953,0.2061,-0.9659,-0.2588,0,0,0,0,0,0,0,0,2
79,0.35849265112167084,0.7169502241636971,0.4173006774361647,0.6937266048409946,0.5826885339244137,0.17500262838464256,1,0,0,7,emergency,1.845,5.824,2,23.17,77.62,66.96,650.6,171.65,61.5,-0.1339,0.1375,-0.1011,-0.1501,0.2288,-0.0297,0.1291,0.1099,0.1258,0.1212,0.1676,0.2173,0.9659,-0.2588,0,0,0,0,0,0,0,0,1
80,0.6462592551663167,0.5784860328773422,0.6028973423658155,0.48631509680552865,0.5647121025714025,0.5641947107343228,0,0,0,14,emergency,2.651,0.204,2,47.4,34.1,105.21,98.8,1.5,468.7,0.2878,-0.1385,0.1856,-0.2074,-0.018,0.3892,0.1328,0.103,0.1204,0.1569,0.1253,0.2184,-0.5,-0.866,0,1,0,0,0,0,0,0,1
81,0.5572991490772461,0.5435969651684103,0.5224387701928086,0.4157852613272718,0.44570975384083544,0.4946142009232798,0,0,0,14,air,1.531,0.616,0,23.05,45.66,67.53,856.8,8.2,38.7,-0.089,-0.0349,-0.0805,-0.0705,-0.119,-0.0696,0.1066,0.0735,0.0663,0.2094,0.1118,0.1883,-0.5,-0.866,0,1,0,0,0,0,0,0,0
82,0.545364128632998,0.5604954592481897,0.5770922355393433,0.39304128254105875,0.4413376579800917,0.5097154654152369,0,1,0,11,air,1.41,0.793,0,20.93,48.65,63.79,762.0,8.6,56.8,-0.0119,0.0169,0.0547,-0.0227,-0.0044,0.0151,0.1059,0.0693,0.0714,0.1952,0.0952,0.1845,0.2588,-0.9659,0,1,0,0,0,0,0,0,0
83,0.42413526356503484,0.596821473732613,0.41609171443460125,0.27305439101103657,0.35501418389238537,0.4638382061991646,0,0,0,0,air,1.535,0.632,0,21.54,52.27,55.81,747.8,13.41,47.0,-0.1212,0.0363,-0.161,-0.12,-0.0863,-0.0459,0.1144,0.0687,0.0875,0.1553,0.0949,0.1533,0.0,1.0,0,1,0,0,0,0,0,0,0
84,0.4391645485689024,0.6355615587998622,0.38849400729546635,0.32256367204279324,0.36745940559831625,0.4658453362898679,1,0,0,9,emergency,1.643,6.87,2,24.53,84.36,60.34,840.2,177.77,63.6,0.015,0.0387,-0.0276,0.0495,0.0124,0.002,0.0917,0.0355,0.0955,0.0829,0.0836,0.041,0.7071,-0.7071,0,1,0,0,0,0,0,0,1
85,0.26345452536191827,0.7183296930681689,0.3473058884835851,0.6317877785713074,0.4817032872060274,0.1155533466504822,0,0,0,4,evaporative,1.257,2.945,1,31.5,48.5,95.33,1283.0,57.68,102.2,-0.1757,0.0828,-0.0412,0.3092,0.1142,-0.3503,0.1184,0.0697,0.096,0.1377,0.0545,0.1657,0.866,0.5,0,0,0,0,0,0,0,0,2
86,0.2379268427450545,0.7545982296815728,0.31566440854611755,0.6217605824129769,0.49274537117060335,0.12310397889646077,0,0,0,18,air,1.504,0.65,0,20.74,51.97,59.94,818.4,13.63,46.6,-0.0255,0.0363,-0.0316,-0.01,0.011,0.0076,0.129,0.0816,0.1015,0.1683,0.0637,0.1983,-1.0,-0.0,0,0,0,0,0,0,0,0,0
87,0.3622499723726378,0.7929934475227038,0.44527357998957795,0.724408780585886,0.5984280790230908,0.15101264491957142,0,0,0,4,evaporative,1.262,2.916,1,32.18,55.33,94.88,1155.1,60.57,86.0,0.1243,0.0384,0.1296,0.1026,0.1057,0.0279,0.0916,0.0818,0.052,0.2028,0.1004,0.1839,0.866,0.5,0,0,0,0,0,0,0,0,2
88,0.6352083103105315,0.6780951833544087,0.6021052631578947,0.5852553213990551,0.587670689672703,0.6725797356322938,0,0,1,7,emergency,2.575,0.253,2,46.24,32.28,93.43,214.9,8.12,592.7,0.273,-0.1149,0.1568,-0.1392,-0.0108,0.5216,0.16,0.0619,0.1129,0.1513,0.0938,0.2518,0.9659,-0.2588,0,1,0,0,0,0,0,0,1
89,0.7059343573875565,0.4282388780319577,0.7425534132360605,0.7096813362283382,0.36304663907840296,0.6912173721888232,0,0,0,15,evaporative,1.202,2.099,1,30.93,40.89,94.03,1316.7,67.31,83.1,0.0707,-0.2499,0.1404,0.1244,-0.2246,0.0186,0.2161,0.1441,0.1797,0.0598,0.0954,0.3027,-0.7071,-0.7071,1,1,0,0,0,0,0,0,2
90,0.6284672339485027,0.5957868720542594,0.6089004689942676,0.5547820455741289,0.5507824018057773,0.6465826220765195,1,0,0,23,emergency,1.945,5.362,2,24.49,77.65,63.27,689.8,150.0,55.5,-0.0775,0.1675,-0.1337,-0.1549,0.1877,-0.0446,0.2024,0.1452,0.165,0.0751,0.0962,0.2926,-0.2588,0.9659,0,1,0,0,0,0,0,0,1
91,0.672118466128854,0.41542131279457406,0.6352058363731108,0.5577327569436376,0.5408180903091987,0.6410391199212441,0,0,0,22,humidity_warn,1.46,0.591,1,24.69,20.59,66.25,829.7,8.73,40.8,0.0437,-0.1804,0.0263,0.003,-0.01,-0.0055,0.1369,0.1623,0.1065,0.0838,0.0954,0.2298,-0.5,0.866,0,1,0,0,0,0,0,0,3
92,0.7124544148524699,0.39794804000459827,0.6230745179781136,0.5304190924081854,0.515947982226922,0.6151375839888364,0,0,0,1,evaporative,1.333,1.812,1,35.83,52.29,91.97,1050.5,48.34,58.9,0.0403,-0.0175,-0.0121,-0.0273,-0.0249,-0.0259,0.0388,0.1261,0.0574,0.071,0.087,0.0294,0.2588,0.9659,1,1,0,0,0,0,0,0,2
93,0.4317604155155266,0.5088228532015175,0.46524231370505453,0.6860495327822728,0.5216418745106812,0.09825379682108823,0,0,0,23,air,1.469,0.614,0,20.84,51.57,55.57,810.9,10.92,51.9,-0.2807,0.1109,-0.1578,0.1556,0.0057,-0.5169,0.1158,0.0825,0.099,0.0834,0.077,0.2476,-0.2588,0.9659,0,0,0,0,0,0,0,0,0
94,0.3537407448336831,0.5764743073916543,0.3018655549765501,0.5309152297181027,0.40540513060365424,0.06833800070727444,0,1,1,2,security_alert,1.677,0.721,2,23.87,52.66,54.84,722.6,10.15,51.8,-0.078,0.0677,-0.1634,-0.1551,-0.1162,-0.0299,0.1577,0.0904,0.1433,0.065,0.0585,0.3022,0.5,0.866,0,0,0,0,0,0,0,1,4
95,0.31572549452978227,0.5758995286814579,0.3424283480979673,0.5649398041824375,0.40540513060365424,0.06709549160350581,1,0,0,1,emergency,1.824,5.494,2,21.05,77.55,73.0,820.1,150.0,54.2,-0.038,-0.0006,0.0406,0.034,0.0,-0.0012,0.1835,0.0853,0.1543,0.0645,0.0668,0.3017,0.2588,0.9659,0,0,0,0,0,0,0,0,1
96,0.35329870703945176,0.7231578342338201,0.4336008337675872,0.6430422617594335,0.4689937062154935,0.12377302226002848,0,0,0,22,evaporative,1.306,2.207,1,28.09,46.21,88.12,1128.8,40.0,100.1,0.0376,0.1473,0.0912,0.0781,0.0636,0.0567,0.1616,0.1183,0.1251,0.0702,0.0568,0.2363,-0.5,0.866,0,0,0,0,0,0,0,0,2
97,0.4758536854901094,0.5979710311530062,0.4045440333507033,0.4074031520386675,0.3902146394037682,0.4604929893813261,0,0,0,23,emergency,2.479,0.283,2,46.92,30.51,85.0,148.1,9.6,411.2,0.1226,-0.1252,-0.0291,-0.2356,-0.0788,0.3367,0.0656,0.0784,0.0667,0.1081,0.0556,0.1676,-0.2588,0.9659,0,1,0,0,0,0,0,0,1
98,0.44424798320256387,0.5738878031957697,0.43347576862949433,0.3869570723720718,0.3908450346208986,0.4503617613044434,0,0,1,18,air,1.481,0.905,0,17.98,47.38,62.51,732.6,11.23,41.3,-0.0316,-0.0241,0.0289,-0.0204,0.0006,-0.0101,0.068,0.0643,0.0587,0.1081,0.0326,0.2034,-1.0,-0.0,0,1,0,0,0,0,0,0,0
99,0.41286329981213377,0.569462007127256,0.42080250130276164,0.41646418606715874,0.38037233988469865,0.44261997381173124,0,0,0,23,air,1.55,0.783,0,21.03,51.89,51.8,835.6,5.0,43.7,-0.0314,-0.0044,-0.0127,0.0295,-0.0105,-0.0077,0.0655,0.0653,0.038,0.1137,0.0357,0.196,-0.2588,0.9659,0,1,0,0,0,0,0,0,0
100,0.45397281467565476,0.4101908265317853,0.372735799895779,0.3873748722120022,0.09628778558428489,0.4570521949401206,0,0,0,18,air,1.522,0.748,0,24.77,49.84,61.47,708.7,10.3,69.3,0.0411,-0.1593,-0.0481,-0.0291,-0.2841,0.0144,0.0475,0.1114,0.0255,0.1096,0.1437,0.1472,-1.0,-0.0,0,1,0,0,0,0,0,0,0
101,0.5014918775555308,0.3630014944246467,0.3703595622720164,0.42022438462653267,0.1464550436701203,0.45246446901851334,0,0,0,20,evaporative,1.33,2.357,1,32.39,38.0,87.55,1254.6,64.67,95.3,0.0475,-0.0472,-0.0024,0.0328,0.0502,-0.0046,0.0334,0.108,0.0283,0.0158,0.1467,0.0068,-0.866,0.5,0,1,0,0,0,0,0,0,2
102,0.33517515747596427,0.49451086331762295,0.4477331943720686,0.6983746280602207,0.24428831430285405,0.14078583921932195,0,1,0,6,evaporative,1.25,2.781,1,31.87,53.39,103.56,1213.3,57.71,85.1,-0.1663,0.1315,0.0774,0.2782,0.0978,-0.3117,0.0616,0.0943,0.0355,0.1331,0.1334,0.1387,1.0,0.0,0,0,0,0,0,0,0,0,2
103,0.4772903083213613,0.44967812392229,0.5538718082334548,0.7914917673847167,0.33980335736291445,0.17739206896881302,0,0,0,1,evaporative,1.348,2.939,1,30.84,39.58,87.97,1089.2,58.2,79.6,0.1421,-0.0448,0.1061,0.0931,0.0955,0.0366,0.0652,0.0793,0.0751,0.1879,0.1215,0.1603,0.2588,0.9659,0,0,0,0,0,0,0,0,2
104,0.5666924522046635,0.43128520519599967,0.7286294945284,0.8976651517070388,0.4423340891297496,0.2132336777313695,0,0,0,19,evaporative,1.255,2.438,1,29.12,48.69,93.72,1242.2,55.42,81.2,0.0894,-0.0184,0.1748,0.1062,0.1025,0.0358,0.0848,0.0486,0.1506,0.2263,0.1409,0.1542,-0.9659,0.2588,0,0,0,0,0,0,0,0,2
105,0.5325450326002872,0.6092366938728591,0.7407608129233976,0.9199391056733303,0.9201533283850699,0.2102707714069982,1,0,0,14,emergency,1.721,5.592,2,21.68,80.8,64.38,794.0,245.27,66.2,-0.0341,0.178,0.0121,0.0223,0.4778,-0.003,0.089,0.0913,0.1654,0.2023,0.3012,0.123,-0.5,-0.866,0,0,0,0,0,0,0,0,1
106,0.4911039893910929,0.6898781469134385,0.7779468473163105,0.9066217357755476,0.9210480828868034,0.18121517390348577,0,0,0,21,evaporative,1.251,2.45,1,28.64,52.03,96.47,1203.6,65.11,64.9,-0.0414,0.0806,0.0372,-0.0133,0.0009,-0.0291,0.0886,0.1109,0.1423,0.0956,0.3245,0.0294,-0.7071,0.7071,0,0,0,0,0,1,0,0,2
107,0.36379710465244774,0.5034199333256697,0.6280354351224595,0.8256469042990299,0.8326504051814421,0.153879973620576,0,0,0,21,humidity_warn,1.538,0.667,1,20.35,20.95,67.6,903.2,14.24,56.5,-0.1273,-0.1865,-0.1499,-0.081,-0.0884,-0.0273,0.077,0.1101,0.0923,0.0564,0.2787,0.0248,-0.7071,0.7071,0,0,0,0,0,0,0,0,3
108,0.35572991490772465,0.5144556845614439,0.7299635226680563,0.8310783022181255,0.8439161777714513,0.1331396293499766,0,0,0,7,evaporative,1.294,2.244,1,30.11,41.5,112.42,1110.0,63.74,57.9,-0.0081,0.011,0.1019,0.0054,0.0113,-0.0207,0.0971,0.1007,0.0557,0.0444,0.1998,0.035,0.9659,-0.2588,0,0,0,0,0,0,0,0,2
109,0.2595866946623935,0.5016381193240602,0.5806774361646689,0.7100469110882771,0.7512277455236857,0.10934080113163905,0,0,0,18,air,1.447,0.805,0,20.42,46.46,57.91,778.7,9.84,56.3,-0.0961,-0.0128,-0.1493,-0.121,-0.0927,-0.0238,0.1105,0.0835,0.0832,0.0837,0.0707,0.0396,-1.0,-0.0,0,0,0,0,0,0,0,0,0
110,0.2632335064648028,0.33983791240372474,0.5730484627410108,0.7089762989984555,0.27444560807719287,0.09347491565274738,0,0,0,1,air,1.594,0.645,0,22.01,52.65,62.55,789.9,10.81,49.6,0.0036,-0.1618,-0.0076,-0.0011,-0.4768,-0.0159,0.0946,0.1239,0.0917,0.0856,0.2588,0.0349,0.2588,0.9659,0,0,0,0,0,0,0,0,0
111,0.2938446237153276,0.37880790895505223,0.5463262115685252,0.7064694999588729,0.22338359548962392,0.12453764324696301,0,0,1,21,evaporative,1.246,2.512,1,31.41,58.81,90.06,1194.0,40.0,97.4,0.0306,0.039,-0.0267,-0.0025,-0.0511,0.0311,0.0498,0.0819,0.0724,0.0657,0.3095,0.023,-0.7071,0.7071,0,0,0,0,0,0,0,0,2
112,0.31539396618410875,0.5242269226347858,0.49275664408546094,0.682733246552825,0.21230084086587833,0.13075018876580616,0,0,0,8,air,1.485,0.895,0,22.3,46.25,54.75,812.3,8.79,63.0,0.0215,0.1454,-0.0536,-0.0237,-0.0111,0.0062,0.0398,0.0859,0.0883,0.0588,0.3098,0.0167,0.866,-0.5,0,0,0,0,0,0,0,0,0
113,0.2276494640291744,0.5943499252787678,0.2279520583637311,0.6278709050719596,0.10007015688706777,0.12702266145450028,0,1,1,1,security_alert,1.662,0.944,2,22.17,53.7,48.9,899.9,8.55,54.0,-0.0877,0.0701,-0.2648,-0.0549,-0.1122,-0.0037,0.0338,0.1056,0.1473,0.035,0.2535,0.0155,0.2588,0.9659,0,0,0,0,0,0,0,1,4
114,0.3592662172615759,0.570324175192551,0.3907868681605,0.7650137025291254,0.17791379853788983,0.1369627342846493,0,0,0,8,evaporative,1.29,1.942,1,32.33,42.28,96.97,1303.9,48.12,66.7,0.1316,-0.024,0.1628,0.1371,0.0778,0.0099,0.0501,0.1152,0.1405,0.0496,0.0646,0.0169,0.866,-0.5,0,0,0,0,0,0,0,0,2
115,0.30677422919659625,0.5325037360616163,0.39337154768108373,0.7877315688253427,0.17968297221177215,0.13390425033691114,0,0,0,11,air,1.563,0.712,0,17.26,46.07,63.17,876.9,11.68,46.4,-0.0525,-0.0378,0.0026,0.0227,0.0018,-0.0031,0.0476,0.0839,0.1217,0.0642,0.0482,0.005,0.2588,-0.9659,0,0,0,0,0,0,0,0,0
116,0.1994695546469223,0.4935337395102888,0.2724752475247523,0.670564826214851,0.11448790556272939,0.08764468062737155,0,0,0,12,air,1.517,0.691,0,21.7,52.03,61.06,745.3,7.94,49.0,-0.1073,-0.039,-0.1209,-0.1172,-0.0652,-0.0463,0.0661,0.0397,0.1057,0.0672,0.0476,0.0202,0.0,-1.0,0,0,0,0,0,0,0,0,0
117,0.18819759089402144,0.5203759052764687,0.32070870244919236,0.6907497809814903,0.12087319905237362,0.0698672426811435,0,0,0,4,air,1.414,0.725,0,21.28,50.92,66.32,889.6,11.93,44.4,-0.0113,0.0268,0.0482,0.0202,0.0064,-0.0178,0.0739,0.0402,0.0727,0.0666,0.0375,0.0304,0.866,0.5,0,0,0,0,0,0,0,0,0
118,0.3736324455740965,0.44714909759742505,0.4863366336633663,0.5041238149825634,0.11446757023314455,0.4167184378793237,0,0,0,13,emergency,2.626,0.366,2,38.95,40.96,88.63,185.2,5.4,416.9,0.1854,-0.0732,0.1656,-0.1866,-0.0064,0.3469,0.0874,0.0459,0.0813,0.1117,0.0342,0.1415,-0.2588,-0.9659,0,1,0,0,0,0,0,0,1
119,0.30401149298265007,0.46243821128865403,0.4316831683168316,0.46435449271918505,0.12912934286382446,0.4409951542144953,0,0,0,7,evaporative,1.265,2.548,1,26.03,44.94,83.86,1151.6,55.33,92.1,-0.0696,0.0153,-0.0547,-0.0398,0.0147,0.0243,0.0788,0.0365,0.0855,0.1354,0.0275,0.1834,0.9659,-0.2588,0,1,0,0,0,0,0,0,2
120,0.6756547684827052,0.37886538682607207,0.5424075039082854,0.2791124886900279,0.11930737867433985,0.8299960813174418,0,0,0,15,emergency,2.505,0.31,2,50.89,31.53,89.73,167.5,6.85,453.4,0.3716,-0.0836,0.1107,-0.1852,-0.0098,0.389,0.1985,0.0537,0.1126,0.1682,0.006,0.3117,-0.7071,-0.7071,0,1,1,0,0,0,0,0,1
121,0.7768814233616972,0.3301241522014027,0.6650964043772796,0.3854686604423194,0.2256611524031276,0.8633526718724611,0,0,1,14,evaporative,1.339,2.301,1,30.86,43.55,90.49,1152.6,60.24,83.9,0.1012,-0.0487,0.1227,0.1064,0.1064,0.0334,0.2513,0.0743,0.1279,0.1528,0.0471,0.3292,-0.5,-0.866,1,1,1,0,0,0,0,0,2
122,0.773566139904962,0.5116967467525004,0.6233246482542991,0.3347320923807672,0.565057803174345,0.8709988817418066,1,0,0,23,emergency,1.871,6.765,2,20.98,82.51,56.3,695.3,178.83,52.4,-0.0033,0.1816,-0.0418,-0.0507,0.3394,0.0076,0.2259,0.0716,0.0958,0.092,0.1924,0.234,-0.2588,0.9659,1,1,1,0,0,0,0,0,1
123,0.5965300033152834,0.5743476261639271,0.4899635226680561,0.5188512593401114,0.5723378511657228,0.5084729563114684,0,0,0,0,air,1.548,0.83,0,22.93,51.86,56.64,890.3,8.98,37.6,-0.177,0.0627,-0.1334,0.1841,0.0073,-0.3625,0.1946,0.0985,0.0952,0.0966,0.2288,0.2101,0.0,1.0,0,1,0,0,0,0,0,0,0
124,0.5501160349209857,0.5908437751465687,0.4386034392912974,0.41489743666741963,0.47328446075789776,0.46374262857579795,0,0,0,20,air,1.427,0.628,0,21.83,47.81,71.54,753.5,6.62,45.3,-0.0464,0.0165,-0.0514,-0.104,-0.0991,-0.0447,0.1023,0.1171,0.0931,0.0902,0.2068,0.2031,-0.866,0.5,0,1,0,0,0,0,0,0,0
125,0.2242236711238812,0.6733819979307967,0.2693069306930691,0.5564271324438549,0.47295909548454007,0.09844495206782186,0,1,1,22,security_alert,1.58,0.878,2,21.4,45.89,49.12,709.5,6.69,71.2,-0.3259,0.0825,-0.1693,0.1415,-0.0003,-0.3653,0.2258,0.1288,0.1577,0.0928,0.1404,0.3216,-0.5,0.866,0,0,0,0,0,0,0,1,4
126,0.10310531550447566,0.686946775491436,0.11643564356435632,0.45262998471113713,0.37573588473935193,0.07388150286254982,0,0,0,4,air,1.552,0.844,0,19.9,45.91,53.82,755.1,12.43,58.2,-0.1211,0.0136,-0.1529,-0.1038,-0.0972,-0.0246,0.2773,0.0728,0.1976,0.0872,0.0807,0.3297,0.866,0.5,0,0,0,0,0,0,0,0,0
127,0.21582495303348437,0.5164099321761124,0.3100364773319437,0.5947341552674769,0.11802625291049407,0.11087004310550816,0,0,1,19,evaporative,1.347,2.877,1,31.18,52.84,102.74,1239.5,52.1,91.1,0.1127,-0.1705,0.1936,0.1421,-0.2577,0.037,0.2207,0.0713,0.1474,0.0737,0.1735,0.2155,-0.9659,0.2588,0,0,0,0,0,0,0,0,2
128,0.18764504365123202,0.5193987814691345,0.27422615945805084,0.5778393742402897,0.11790424093298493,0.13017672302560526,0,0,0,11,air,1.525,0.634,0,20.38,52.38,48.05,825.6,8.92,57.8,-0.0282,0.003,-0.0358,-0.0169,-0.0001,0.0193,0.1712,0.0814,0.115,0.0804,0.1812,0.1625,0.2588,-0.9659,0,0,0,0,0,0,0,0,0
129,0.2640070726047077,0.46881825497183605,0.3094945284002082,0.7193951825067207,0.19100975079053598,0.18580289982509293,0,0,0,22,evaporative,1.257,1.894,1,28.74,39.01,80.0,1295.6,42.57,103.5,0.0764,-0.0506,0.0353,0.1416,0.0731,0.0556,0.0601,0.1,0.0803,0.0954,0.161,0.0422,-0.5,0.866,0,0,0,0,0,0,0,0,2
130,0.2587026190739308,0.4698528566501896,0.38290776446065644,0.779375572026734,0.19853382273693201,0.15693845756831407,0,0,1,22,air,1.447,0.855,0,20.92,46.07,66.73,939.2,10.39,41.0,-0.0053,0.001,0.0734,0.06,0.0075,-0.0289,0.0655,0.0898,0.0989,0.1281,0.1054,0.0428,-0.5,0.866,0,0,0,0,0,0,0,0,0
131,0.3909824289976791,0.4960052879641339,0.6234080250130274,0.8988402137568431,0.2984412969873209,0.17500262838464256,0,0,0,12,evaporative,1.281,2.436,1,31.87,50.46,111.51,1212.6,61.56,77.1,0.1323,0.0262,0.2405,0.1195,0.0999,0.0181,0.0779,0.0243,0.1417,0.1334,0.0743,0.0311,0.0,-1.0,0,0,0,0,0,0,0,0,2
132,0.3989391092938446,0.453874008506725,0.5594163626889004,0.8813970704397475,0.2879482669215362,0.1650625555544936,0,0,0,8,evaporative,1.244,2.389,1,31.9,45.51,87.39,1172.7,46.94,80.7,0.008,-0.0421,-0.064,-0.0174,-0.0105,-0.0099,0.0918,0.026,0.1542,0.1309,0.075,0.0211,0.866,-0.5,0,0,0,0,0,0,0,0,2
133,0.48016355398386557,0.43519370042533634,0.7635643564356434,0.9579066661270087,0.3734176571666785,0.18847907327936383,0,0,0,3,evaporative,1.322,2.732,1,27.73,49.13,97.02,1118.6,50.95,82.3,0.0812,-0.0187,0.2041,0.0765,0.0855,0.0234,0.0954,0.0224,0.1833,0.0962,0.0761,0.0134,0.7071,0.7071,0,0,0,0,0,1,0,0,2
134,0.516410653110841,0.5060064375215543,0.7810734757686295,0.9234381793327474,0.3767729865481795,0.15311535263364143,0,0,0,12,evaporative,1.223,2.768,1,32.02,51.33,84.2,1163.6,44.22,66.5,0.0362,0.0708,0.0175,-0.0345,0.0034,-0.0354,0.0995,0.0292,0.1631,0.0673,0.0733,0.0143,0.0,-1.0,0,0,0,0,0,1,0,0,2
135,0.5098905956459276,0.5684274054489022,0.7492652423137047,0.8921293038279604,0.3825685554798629,0.16028367438615268,0,0,0,16,air,1.417,0.945,0,20.33,56.93,59.1,819.3,13.24,48.5,-0.0065,0.0624,-0.0318,-0.0313,0.0058,0.0072,0.0603,0.0518,0.0982,0.0306,0.0465,0.0138,-0.866,-0.5,0,0,0,0,0,0,0,0,0
136,0.48812023428003104,0.5371594436142086,0.6815633142261595,0.9042193866959475,0.38391068723246335,0.15837212191881642,0,0,0,16,evaporative,1.304,1.944,1,29.9,45.02,95.27,1258.9,62.22,75.1,-0.0218,-0.0313,-0.0677,0.0121,0.0013,-0.0019,0.047,0.0557,0.0907,0.0301,0.041,0.0138,-0.866,-0.5,0,0,0,0,0,0,0,0,2
137,0.5062437838435185,0.5398609035521325,0.6637623762376237,0.8685236128718908,0.4208193104289738,0.16649621990499583,0,0,0,6,evaporative,1.211,1.883,1,33.54,45.98,83.12,1036.0,65.09,89.2,0.0181,0.0027,-0.0178,-0.0357,0.0369,0.0081,0.0153,0.051,0.052,0.0337,0.0191,0.0138,1.0,0.0,0,0,0,0,0,0,0,0,2
138,0.5374074483368327,0.5163524543050926,0.638832725377801,0.9095985596350519,0.421490376305274,0.16802546187886494,0,0,0,17,evaporative,1.283,2.145,1,30.55,45.04,91.04,1275.9,51.28,83.9,0.0312,-0.0235,-0.0249,0.0411,0.0007,0.0015,0.0178,0.0241,0.0599,0.0207,0.0221,0.0061,-0.9659,-0.2588,0,0,0,0,0,0,0,0,2
139,0.4276715659188861,0.5188814806299575,0.5697550807712348,0.8035818502527036,0.3476527945826682,0.14212392594645742,0,0,0,15,air,1.454,0.676,0,22.09,51.77,67.63,757.6,7.91,39.4,-0.1097,0.0025,-0.0691,-0.106,-0.0738,-0.0259,0.041,0.0209,0.0653,0.0433,0.0309,0.0103,-0.7071,-0.7071,0,0,0,0,0,0,0,0,0
140,0.4070062990385679,0.47151971490975986,0.5624596143824909,0.793267416704421,0.3419995729580788,0.1540711288673096,0,0,0,9,air,1.554,0.923,0,18.46,48.69,57.35,779.8,10.46,61.0,-0.0207,-0.0474,-0.0073,-0.0103,-0.0057,0.0119,0.0545,0.0274,0.0544,0.0549,0.0382,0.0105,0.7071,-0.7071,0,0,0,0,0,0,0,0,0
